# VHH-NNLO SMEFT scan points
# process: WplusHH
# energy_tev: 13.6
# scan_axis: phiBox
# fixed_wcs: phi=0,phiBox=0,phiD=0,phiW=0,phiq3st=0
#
phiBox	sigma_lo	sigma_nnlo	k	sigma_smeft_over_sm_lo	sigma_smeft_over_sm_nnlo
1.230827068	0.5821542231	0.7025722435	1.206849003	1.961994711	1.962754366
1.238596491	0.5839560152	0.7047476093	1.206850501	1.968067168	1.968831618
1.246365915	0.5857578072	0.7069229751	1.20685199	1.974139625	1.97490887
1.254135338	0.5875595993	0.7090983409	1.206853469	1.980212082	1.980986122
1.261904762	0.5893613913	0.7112737067	1.20685494	1.986284539	1.987063374
1.269674185	0.5911631833	0.7134490724	1.206856402	1.992356996	1.993140627
1.277443609	0.5929649754	0.7156244382	1.206857855	1.998429453	1.999217879
1.285213033	0.5947667674	0.717799804	1.206859299	2.00450191	2.005295131
1.292982456	0.5965685595	0.7199751698	1.206860734	2.010574367	2.011372383
1.30075188	0.5983703515	0.7221505356	1.206862161	2.016646824	2.017449635
1.308521303	0.6001721435	0.7243259013	1.206863579	2.022719281	2.023526887
1.316290727	0.6019739356	0.7265012671	1.206864989	2.028791738	2.029604139
1.32406015	0.6037757276	0.7286766329	1.20686639	2.034864195	2.035681392
1.331829574	0.6055775197	0.7308519987	1.206867783	2.040936652	2.041758644
1.339598997	0.6073793117	0.7330273645	1.206869168	2.047009109	2.047835896
1.347368421	0.6091811037	0.7352027302	1.206870544	2.053081566	2.053913148
1.355137845	0.6109828958	0.737378096	1.206871913	2.059154023	2.0599904
1.362907268	0.6127846878	0.7395534618	1.206873273	2.06522648	2.066067652
1.370676692	0.6145864799	0.7417288276	1.206874625	2.071298936	2.072144905
1.378446115	0.6163882719	0.7439041934	1.20687597	2.077371393	2.078222157
1.386215539	0.6181900639	0.7460795591	1.206877306	2.08344385	2.084299409
1.393984962	0.619991856	0.7482549249	1.206878635	2.089516307	2.090376661
1.401754386	0.621793648	0.7504302907	1.206879956	2.095588764	2.096453913
1.40952381	0.6235954401	0.7526056565	1.20688127	2.101661221	2.102531165
1.417293233	0.6253972321	0.7547810223	1.206882576	2.107733678	2.108608417
1.425062657	0.6271990242	0.756956388	1.206883874	2.113806135	2.11468567
1.43283208	0.6290008162	0.7591317538	1.206885165	2.119878592	2.120762922
1.440601504	0.6308026082	0.7613071196	1.206886449	2.125951049	2.126840174
